Titre,image_url,type,source,episodes,status,aired,rating,score,studio,genre
Yakitate!! Japan,https://cdn.myanimelist.net/images/anime/3/76432.jpg,TV,Manga,69,Diffusion terminé,"{'from': '2004-10-12', 'to': '2006-03-14'}",PG-13 - Adolescents de 13 ans ou plus,8.13,Sunrise,"Comedy, Shounen"
Pokemon Best Wishes! Season 2,https://cdn.myanimelist.net/images/anime/3/39007.jpg,TV,Game,24,Diffusion terminé,"{'from': '2012-06-21', 'to': '2013-01-10'}",PG - Enfants,6.64,OLM,"Action, Adventure, Comedy, Fantasy, Kids"
One Piece Movie 4: Dead End no Bouken,https://cdn.myanimelist.net/images/anime/10/20924.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2003-03-01', 'to': '2003-03-01'}",PG-13 - Adolescents de 13 ans ou plus,7.70,Toei Animation,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,https://cdn.myanimelist.net/images/anime/6/79257.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2005-07-16', 'to': '2005-07-16'}",PG - Enfants,7.38,OLM,"Action, Adventure, Drama, Fantasy, Kids"
Osu!! Karate-bu,https://cdn.myanimelist.net/images/anime/2/26856.jpg,OVA,Manga,4,Diffusion terminé,"{'from': '1990-10-21', 'to': '1992-07-25'}",R - 17+ (Violence et blasphèmes),6.90,J.C.Staff,"Martial Arts, School, Shounen"
Tottoko Hamtarou,https://cdn.myanimelist.net/images/anime/3/21562.jpg,TV,Manga,296,Diffusion terminé,"{'from': '2000-07-07', 'to': '2006-03-31'}",G - Tout Ages,7.13,TMS Entertainment,"Adventure, Comedy, Kids"
Mouretsu Atarou,https://cdn.myanimelist.net/images/anime/11/53377.jpg,TV,Manga,90,Diffusion terminé,"{'from': '1969-04-04', 'to': '1970-12-25'}",G - Tout Ages,6.38,Toei Animation,"Comedy, Kids, Slice of Life"
Kenzen Robo Daimidaler,https://cdn.myanimelist.net/images/anime/2/61435.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2014-04-05', 'to': '2014-06-21'}",R+ - Nudité douce,6.26,TNK,"Ecchi, Comedy, Mecha, Seinen"
Slayers Great,https://cdn.myanimelist.net/images/anime/4/13097.jpg,Movie,Light novel,1,Diffusion terminé,"{'from': '1997-08-02', 'to': '1997-08-02'}",PG-13 - Adolescents de 13 ans ou plus,7.39,J.C.Staff,"Adventure, Comedy, Fantasy, Magic, Shounen"
Musaigen no Phantom World,https://cdn.myanimelist.net/images/anime/4/78339.jpg,TV,Light novel,13,Diffusion terminé,"{'from': '2016-01-07', 'to': '2016-03-31'}",PG-13 - Adolescents de 13 ans ou plus,7,Kyoto Animation,"Action, Comedy, Fantasy, Slice of Life, Supernatural"
Uchuu no Senshi,https://cdn.myanimelist.net/images/anime/2/3090.jpg,OVA,Book,6,Diffusion terminé,"{'from': '1988-10-25', 'to': '1988-12-17'}",R - 17+ (Violence et blasphèmes),6.28,Sunrise,"Space, Mecha, Military, Sci-Fi, Shounen"
Lupin III: Ikiteita Majutsushi,https://cdn.myanimelist.net/images/anime/13/27617.jpg,OVA,Manga,1,Diffusion terminé,"{'from': '2002-04-03', 'to': '2002-04-03'}",R+ - Nudité douce,6.19,TMS Entertainment,"Action, Adventure, Mystery, Comedy, Seinen"
Nabari no Ou,https://cdn.myanimelist.net/images/anime/13/79037.jpg,TV,Manga,26,Diffusion terminé,"{'from': '2008-04-07', 'to': '2008-09-29'}",PG-13 - Adolescents de 13 ans ou plus,7.40,J.C.Staff,"Action, Fantasy, Supernatural, Comedy, Drama, Shounen"
InuYasha: Tenka Hadou no Ken,https://cdn.myanimelist.net/images/anime/5/2637.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2003-12-20', 'to': '2003-12-20'}",PG-13 - Adolescents de 13 ans ou plus,7.88,Sunrise,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural"
Salaryman Kintarou,https://cdn.myanimelist.net/images/anime/8/62593.jpg,TV,Manga,20,Diffusion terminé,"{'from': '2001-02-18', 'to': '2001-03-18'}",R+ - Nudité douce,7.59,JCF,"Comedy, Drama, Seinen"
Cutey Honey,https://cdn.myanimelist.net/images/anime/13/55427.jpg,TV,Manga,25,Diffusion terminé,"{'from': '1973-10-13', 'to': '1974-03-30'}",PG-13 - Adolescents de 13 ans ou plus,6.59,Toei Animation,"Action, Sci-Fi, School"
Pink Mizu Dorobou Ame Dorobou,https://cdn.myanimelist.net/images/anime/10/32503.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1990-07-07', 'to': '1990-07-07'}",PG-13 - Adolescents de 13 ans ou plus,5.40,Toei Animation,"Action, Comedy, Fantasy, Shounen"
Dragon Ball Movie 1: Shen Long no Densetsu,https://cdn.myanimelist.net/images/anime/1854/90339.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1986-12-20', 'to': '1986-12-20'}",PG-13 - Adolescents de 13 ans ou plus,7.16,Toei Animation,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,https://cdn.myanimelist.net/images/anime/10/12023.jpg,TV,Manga,13,Diffusion terminé,"{'from': '2003-07-07', 'to': '2003-09-29'}",R - 17+ (Violence et blasphèmes),6.19,Planet,"Drama, Seinen, Thriller"
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,https://cdn.myanimelist.net/images/anime/8/56931.jpg,OVA,Manga,1,Diffusion terminé,"{'from': '2010-11-11', 'to': '2010-11-11'}",PG-13 - Adolescents de 13 ans ou plus,6.96,Toei Animation,"Sci-Fi, Adventure, Super Power, Martial Arts, Fantasy, Shounen"
Majimoji Rurumo,https://cdn.myanimelist.net/images/anime/8/64443.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2014-07-09', 'to': '2014-09-24'}",PG-13 - Adolescents de 13 ans ou plus,6.91,J.C.Staff,"Comedy, Magic, Ecchi, Fantasy, School, Shounen"
Gunparade March: Arata Naru Kougunka,https://cdn.myanimelist.net/images/anime/13/75520.jpg,TV,Game,12,Diffusion terminé,"{'from': '2003-02-06', 'to': '2003-04-24'}",PG-13 - Adolescents de 13 ans ou plus,6.90,J.C.Staff,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life"
Ikkitousen,https://cdn.myanimelist.net/images/anime/5/23091.jpg,TV,Manga,13,Diffusion terminé,"{'from': '2003-07-30', 'to': '2003-10-22'}",R+ - Nudité douce,6.57,J.C.Staff,"Ecchi, Super Power, Martial Arts, School"
Dragon Ball Kai (2014),https://cdn.myanimelist.net/images/anime/10/59275.jpg,TV,Manga,61,Diffusion terminé,"{'from': '2014-04-06', 'to': '2015-06-28'}",PG-13 - Adolescents de 13 ans ou plus,7.92,Toei Animation,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,https://cdn.myanimelist.net/images/anime/2/21317.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2002-07-13', 'to': '2002-07-13'}",PG - Enfants,7.29,OLM,"Adventure, Comedy, Drama, Fantasy, Kids"
Kimi to Boku. 2,https://cdn.myanimelist.net/images/anime/10/42107.jpg,TV,Manga,13,Diffusion terminé,"{'from': '2012-04-03', 'to': '2012-06-26'}",PG-13 - Adolescents de 13 ans ou plus,8.17,J.C.Staff,"Comedy, Drama, Romance, School, Shounen, Slice of Life"
Prison School,https://cdn.myanimelist.net/images/anime/10/74231.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2015-07-11', 'to': '2015-09-26'}",R+ - Nudité douce,7.91,J.C.Staff,"Comedy, Ecchi, Romance, School, Seinen"
Space Adventure Cobra,https://cdn.myanimelist.net/images/anime/2/83823.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1982-07-03', 'to': '1982-07-03'}",R+ - Nudité douce,7.18,TMS Entertainment,"Action, Adventure, Sci-Fi, Space"
Hakujaden,https://cdn.myanimelist.net/images/anime/9/13139.jpg,Movie,Other,1,Diffusion terminé,"{'from': '1958-10-22', 'to': '1958-10-22'}",G - Tout Ages,6.23,Toei Animation,"Adventure, Fantasy, Historical, Romance"
Be-Bop Highschool,https://cdn.myanimelist.net/images/anime/8/26707.jpg,OVA,Manga,7,Diffusion terminé,"{'from': '1990-01-26', 'to': '1998-10-09'}",R - 17+ (Violence et blasphèmes),7.34,Toei Animation,"Comedy, School, Seinen"
Pokemon the Movie XY: Ring no Choumajin Hoopa,https://cdn.myanimelist.net/images/anime/4/72143.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2015-07-18', 'to': '2015-07-18'}",PG - Enfants,6.78,OLM,"Adventure, Kids, Fantasy"
Pokemon Advanced Generation,https://cdn.myanimelist.net/images/anime/3/85774.jpg,TV,Game,192,Diffusion terminé,"{'from': '2002-11-21', 'to': '2006-09-14'}",PG - Enfants,7.19,OLM,"Action, Adventure, Comedy, Kids, Fantasy"
Tiger Mask Nisei,https://cdn.myanimelist.net/images/anime/9/71349.jpg,TV,Manga,33,Diffusion terminé,"{'from': '1981-04-20', 'to': '1982-01-18'}",R - 17+ (Violence et blasphèmes),7.43,Toei Animation,"Action, Sports, Drama"
Kenpuu Denki Berserk,https://cdn.myanimelist.net/images/anime/12/18520.jpg,TV,Manga,25,Diffusion terminé,"{'from': '1997-10-08', 'to': '1998-04-01'}",R+ - Nudité douce,8.45,OLM,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural"
Pokemon Best Wishes!,https://cdn.myanimelist.net/images/anime/7/26135.jpg,TV,Game,84,Diffusion terminé,"{'from': '2010-09-23', 'to': '2012-06-14'}",PG - Enfants,6.63,OLM,"Action, Adventure, Comedy, Fantasy, Kids"
Space Fantasia 2001 Nights,https://cdn.myanimelist.net/images/anime/13/49671.jpg,OVA,Manga,1,Diffusion terminé,"{'from': '1987-06-21', 'to': '1987-06-21'}",PG-13 - Adolescents de 13 ans ou plus,6.44,TMS Entertainment,"Drama, Sci-Fi, Seinen, Space"
Great Mazinger,https://cdn.myanimelist.net/images/anime/3/51991.jpg,TV,Manga,56,Diffusion terminé,"{'from': '1974-09-08', 'to': '1975-09-26'}",PG-13 - Adolescents de 13 ans ou plus,7.29,Toei Animation,"Action, Mecha, Sci-Fi, Shounen"
Slayers Special,https://cdn.myanimelist.net/images/anime/1372/92532.jpg,OVA,Light novel,3,Diffusion terminé,"{'from': '1996-07-25', 'to': '1997-05-25'}",PG-13 - Adolescents de 13 ans ou plus,7.45,J.C.Staff,"Adventure, Comedy, Supernatural, Magic, Fantasy, Shounen"
Dragon Ball,https://cdn.myanimelist.net/images/anime/1887/92364.jpg,TV,Manga,153,Diffusion terminé,"{'from': '1986-02-26', 'to': '1989-04-12'}",PG-13 - Adolescents de 13 ans ou plus,8.15,Toei Animation,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Pokemon: Pikachu to Eievui Friends,https://cdn.myanimelist.net/images/anime/9/44900.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2013-07-13', 'to': '2013-07-13'}",PG - Enfants,7,OLM,"Adventure, Comedy, Fantasy, Kids"
High School DxD BorN,https://cdn.myanimelist.net/images/anime/12/73642.jpg,TV,Light novel,12,Diffusion terminé,"{'from': '2015-04-04', 'to': '2015-06-20'}",R+ - Nudité douce,7.68,TNK,"Action, Comedy, Demons, Ecchi, Harem, Romance, School"
Gegege no Kitarou (1985),https://cdn.myanimelist.net/images/anime/11/27400.jpg,TV,Manga,108,Diffusion terminé,"{'from': '1985-10-12', 'to': '1988-02-06'}",G - Tout Ages,6.77,Toei Animation,"Comedy, Supernatural"
One Piece: Episode of Alabasta - Prologue,https://cdn.myanimelist.net/images/anime/12/69239.jpg,OVA,Manga,1,Diffusion terminé,"{'from': '2007-03-03', 'to': '2007-03-03'}",PG-13 - Adolescents de 13 ans ou plus,7.40,Toei Animation,"Action, Adventure, Fantasy, Shounen"
Hentai Ouji to Warawanai Neko.,https://cdn.myanimelist.net/images/anime/3/75788.jpg,TV,Light novel,12,Diffusion terminé,"{'from': '2013-04-13', 'to': '2013-06-29'}",PG-13 - Adolescents de 13 ans ou plus,7.39,J.C.Staff,"Harem, Comedy, Supernatural, Romance, School"
Queen Emeraldas,https://cdn.myanimelist.net/images/anime/10/21120.jpg,OVA,Manga,4,Diffusion terminé,"{'from': '1998-06-05', 'to': '1999-12-18'}",PG-13 - Adolescents de 13 ans ou plus,6.99,OLM,"Action, Sci-Fi, Adventure, Space"
Kyoushoku Soukou Guyver (2005),https://cdn.myanimelist.net/images/anime/6/3697.jpg,TV,Manga,26,Diffusion terminé,"{'from': '2005-08-06', 'to': '2006-02-18'}",PG-13 - Adolescents de 13 ans ou plus,7.35,OLM,"Adventure, Sci-Fi, Shounen"
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,https://cdn.myanimelist.net/images/anime/11/28845.jpg,OVA,Manga,2,Diffusion terminé,"{'from': '1993-07-23', 'to': '1993-07-23'}",PG-13 - Adolescents de 13 ans ou plus,7.13,Toei Animation,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
One Piece Film: Z,https://cdn.myanimelist.net/images/anime/6/44297.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2012-12-15', 'to': '2012-12-15'}",PG-13 - Adolescents de 13 ans ou plus,8.32,Toei Animation,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
Mobile Suit Gundam: The Origin,https://cdn.myanimelist.net/images/anime/4/72702.jpg,OVA,Manga,6,Diffusion terminé,"{'from': '2015-04-24', 'to': '2018-05-05'}",R+ - Nudité douce,8.46,Sunrise,"Action, Military, Sci-Fi, Space, Mecha, Shounen"
Kusatta Kyoushi no Houteishiki,https://cdn.myanimelist.net/images/anime/10/49929.jpg,OVA,Manga,2,Diffusion terminé,"{'from': '1994-11-25', 'to': '1995-11-24'}",PG-13 - Adolescents de 13 ans ou plus,6.22,J.C.Staff,"Comedy, Romance, Shounen Ai"
Kujira no Kora wa Sajou ni Utau,https://cdn.myanimelist.net/images/anime/4/86661.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2017-10-08', 'to': '2017-12-24'}",PG-13 - Adolescents de 13 ans ou plus,7.34,J.C.Staff,"Drama, Fantasy, Mystery, Sci-Fi, Shoujo"
Seikai no Monshou,https://cdn.myanimelist.net/images/anime/13/5524.jpg,TV,Light novel,13,Diffusion terminé,"{'from': '1998-01-03', 'to': '1999-03-28'}",PG-13 - Adolescents de 13 ans ou plus,7.79,Sunrise,"Action, Military, Sci-Fi, Space, Romance"
One Piece Movie 5: Norowareta Seiken,https://cdn.myanimelist.net/images/anime/2/25413.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2004-03-06', 'to': '2004-03-06'}",PG-13 - Adolescents de 13 ans ou plus,7.39,Toei Animation,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
Suna no Bara: Yuki no Mokushiroku,https://cdn.myanimelist.net/images/anime/13/7192.jpg,OVA,Manga,1,Diffusion terminé,"{'from': '1993-04-25', 'to': '1993-04-25'}",R+ - Nudité douce,6.29,J.C.Staff,Action
D.Gray-man,https://cdn.myanimelist.net/images/anime/13/75194.jpg,TV,Manga,103,Diffusion terminé,"{'from': '2006-10-03', 'to': '2008-09-30'}",PG-13 - Adolescents de 13 ans ou plus,8.16,TMS Entertainment,"Action, Adventure, Comedy, Super Power, Demons, Shounen"
Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,https://cdn.myanimelist.net/images/anime/8/76717.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2015-12-19', 'to': '2015-12-19'}",G - Tout Ages,7.16,OLM,"Comedy, Kids, Supernatural"
Pokemon Diamond & Pearl: Genei no Hasha Zoroark,https://cdn.myanimelist.net/images/anime/5/26915.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2010-07-10', 'to': '2010-07-10'}",PG - Enfants,7.17,OLM,"Action, Adventure, Fantasy, Kids"
Dragon Ball Movie 3: Makafushigi Daibouken,https://cdn.myanimelist.net/images/anime/1825/90341.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1988-07-09', 'to': '1988-07-09'}",PG-13 - Adolescents de 13 ans ou plus,7.15,Toei Animation,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power"
Youkai Watch: Shadow Side,https://cdn.myanimelist.net/images/anime/1072/90600.jpg,TV,Game,0,Diffusion en cours,"{'from': '2018-04-13', 'to': None}",G - Tout Ages,6.34,OLM,"Comedy, Demons, Kids, Supernatural"
Pokemon XY: Hakai no Mayu to Diancie,https://cdn.myanimelist.net/images/anime/13/59743.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2014-07-19', 'to': '2014-07-19'}",PG - Enfants,6.67,OLM,"Adventure, Fantasy, Kids"
Pokemon 3D Adventure: Mew wo Sagase!,https://cdn.myanimelist.net/images/anime/3/30561.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2005-03-18', 'to': '2005-03-18'}",PG - Enfants,7.25,OLM,"Adventure, Comedy, Fantasy, Kids"
Tamagotchi! Tamatomo Daishuu GO,https://cdn.myanimelist.net/images/anime/12/72478.jpg,TV,Game,26,Diffusion terminé,"{'from': '2015-04-02', 'to': '2015-09-24'}",G - Tout Ages,6.33,OLM,"Comedy, Fantasy, Kids"
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,https://cdn.myanimelist.net/images/anime/1893/90675.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1995-03-04', 'to': '1995-03-04'}",PG-13 - Adolescents de 13 ans ou plus,7.69,Toei Animation,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
Slayers Gorgeous,https://cdn.myanimelist.net/images/anime/5/34991.jpg,Movie,Light novel,1,Diffusion terminé,"{'from': '1998-08-01', 'to': '1998-08-01'}",PG-13 - Adolescents de 13 ans ou plus,7.40,J.C.Staff,"Adventure, Comedy, Fantasy, Magic, Supernatural"
Konjiki no Gash Bell!!,https://cdn.myanimelist.net/images/anime/7/14983.jpg,TV,Manga,150,Diffusion terminé,"{'from': '2003-04-06', 'to': '2006-03-26'}",PG-13 - Adolescents de 13 ans ou plus,7.64,Toei Animation,"Adventure, Comedy, Supernatural, Magic, Shounen"
Kamisama Hajimemashita◎,https://cdn.myanimelist.net/images/anime/8/69187.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2015-01-06', 'to': '2015-03-31'}",PG-13 - Adolescents de 13 ans ou plus,8.27,TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,https://cdn.myanimelist.net/images/anime/1258/90343.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1989-07-15', 'to': '1989-07-15'}",PG-13 - Adolescents de 13 ans ou plus,6.88,Toei Animation,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
Hatsukoi Limited.,https://cdn.myanimelist.net/images/anime/7/15520.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2009-04-12', 'to': '2009-06-28'}",PG-13 - Adolescents de 13 ans ou plus,7.40,J.C.Staff,"Comedy, Romance, School, Shounen"
Pokemon Diamond & Pearl: Dialga vs. Palkia vs. Darkrai,https://cdn.myanimelist.net/images/anime/4/20407.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2007-07-15', 'to': '2007-07-15'}",PG - Enfants,7.33,OLM,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
Love Live! School Idol Project,https://cdn.myanimelist.net/images/anime/11/56849.jpg,TV,Other,13,Diffusion terminé,"{'from': '2013-01-06', 'to': '2013-03-31'}",PG-13 - Adolescents de 13 ans ou plus,7.62,Sunrise,"Slice of Life, Music, School"
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,https://cdn.myanimelist.net/images/anime/1/2453.jpg,OVA,Manga,2,Diffusion terminé,"{'from': '2006-07-21', 'to': '2006-10-25'}",PG-13 - Adolescents de 13 ans ou plus,6.96,TNK,"Comedy, Romance, Sci-Fi"
Mobile Suit Gundam Thunderbolt: Bandit Flower,https://cdn.myanimelist.net/images/anime/13/87511.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2017-11-18', 'to': '2017-11-18'}",R+ - Nudité douce,7.32,Sunrise,"Action, Military, Sci-Fi, Space, Drama, Mecha"
Ai Tenshi Densetsu Wedding Peach,https://cdn.myanimelist.net/images/anime/7/20446.jpg,TV,Manga,51,Diffusion terminé,"{'from': '1995-04-05', 'to': '1996-03-27'}",G - Tout Ages,6.77,OLM,"Adventure, Magic, Comedy, Romance, Shoujo"
Shakugan no Shana Movie,https://cdn.myanimelist.net/images/anime/12/21513.jpg,Movie,Light novel,1,Diffusion terminé,"{'from': '2007-04-21', 'to': '2007-04-21'}",PG-13 - Adolescents de 13 ans ou plus,7.44,J.C.Staff,"Action, Supernatural, Fantasy"
Danball Senki,https://cdn.myanimelist.net/images/anime/10/32037.jpg,TV,Game,44,Diffusion terminé,"{'from': '2011-03-02', 'to': '2012-01-11'}",G - Tout Ages,7.24,OLM,"Action, Kids, Mecha"
Hakaba Kitarou,https://cdn.myanimelist.net/images/anime/1856/92125.jpg,TV,Manga,11,Diffusion terminé,"{'from': '2008-01-11', 'to': '2008-03-21'}",PG-13 - Adolescents de 13 ans ou plus,6.99,Toei Animation,"Horror, Supernatural"
Ranma ½ Super,https://cdn.myanimelist.net/images/anime/7/63467.jpg,OVA,Manga,3,Diffusion terminé,"{'from': '1995-09-21', 'to': '1996-01-19'}",PG-13 - Adolescents de 13 ans ou plus,7.76,Sunrise,"Adventure, Comedy, Martial Arts, Romance, Shounen, Supernatural"
"Pokemon: Pikachu, Kore Nan no Kagi?",https://cdn.myanimelist.net/images/anime/3/56863.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2014-07-19', 'to': '2014-07-19'}",PG - Enfants,6.50,OLM,"Adventure, Comedy, Fantasy, Kids"
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,https://cdn.myanimelist.net/images/anime/12/10205.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1995-07-15', 'to': '1995-07-15'}",PG-13 - Adolescents de 13 ans ou plus,7.50,Toei Animation,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
Ginga Tetsudou 999 (Movie),https://cdn.myanimelist.net/images/anime/3/50505.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '1979-08-04', 'to': '1979-08-04'}",PG-13 - Adolescents de 13 ans ou plus,7.70,Toei Animation,"Sci-Fi, Adventure, Space, Drama, Fantasy"
Onna Senshi Efe & Jira: Gude no Monshou,https://cdn.myanimelist.net/images/anime/10/72320.jpg,Movie,Light novel,1,Diffusion terminé,"{'from': '1990-06-23', 'to': '1990-06-23'}",PG-13 - Adolescents de 13 ans ou plus,5.67,J.C.Staff,"Adventure, Fantasy"
"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",https://cdn.myanimelist.net/images/anime/12/25414.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2008-03-01', 'to': '2008-03-01'}",PG-13 - Adolescents de 13 ans ou plus,7.61,Toei Animation,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
Getter Robo,https://cdn.myanimelist.net/images/anime/12/6039.jpg,TV,Manga,51,Diffusion terminé,"{'from': '1974-04-04', 'to': '1975-05-08'}",PG-13 - Adolescents de 13 ans ou plus,6.98,Toei Animation,"Action, Sci-Fi, Mecha, Shounen"
Yowamushi Pedal: Spare Bike,https://cdn.myanimelist.net/images/anime/9/82909.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2016-09-09', 'to': '2016-09-09'}",PG-13 - Adolescents de 13 ans ou plus,7.57,TMS Entertainment,"Comedy, Sports, Drama, Shounen"
Loveless,https://cdn.myanimelist.net/images/anime/2/22947.jpg,TV,Manga,12,Diffusion terminé,"{'from': '2005-04-07', 'to': '2005-06-30'}",PG-13 - Adolescents de 13 ans ou plus,7.13,J.C.Staff,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai"
Choujin Gakuen Gowcaizer: The Voltage Fighters,https://cdn.myanimelist.net/images/anime/2/24751.jpg,OVA,Game,3,Diffusion terminé,"{'from': '1996-09-27', 'to': '1997-01-31'}",R+ - Nudité douce,5.13,J.C.Staff,"Action, Sci-Fi, Ecchi, Martial Arts, Shounen"
Kamisama Kazoku,https://cdn.myanimelist.net/images/anime/6/2566.jpg,TV,Light novel,13,Diffusion terminé,"{'from': '2006-05-18', 'to': '2006-08-10'}",PG-13 - Adolescents de 13 ans ou plus,7.22,Toei Animation,"Fantasy, Romance, Comedy, Drama"
Suzumiya Haruhi no Yuuutsu,https://cdn.myanimelist.net/images/anime/5/75901.jpg,TV,Light novel,14,Diffusion terminé,"{'from': '2006-04-03', 'to': '2006-07-03'}",PG-13 - Adolescents de 13 ans ou plus,7.99,Kyoto Animation,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life"
Keroro Gunsou Movie 1,https://cdn.myanimelist.net/images/anime/5/2699.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2006-03-11', 'to': '2006-03-11'}",PG - Enfants,7.41,Sunrise,"Comedy, Kids, Sci-Fi, Shounen"
Makeruna! Makendou,https://cdn.myanimelist.net/images/anime/2/53189.jpg,OVA,Game,1,Diffusion terminé,"{'from': '1995-03-25', 'to': '1995-03-25'}",R+ - Nudité douce,5.66,OLM,"Magic, Comedy, Shounen"
Pokemon XY: Odemashi Ko Majin Hoopa,https://cdn.myanimelist.net/images/anime/11/75719.jpg,OVA,Game,1,Diffusion terminé,"{'from': '2015-06-19', 'to': '2015-06-19'}",PG - Enfants,6.39,OLM,"Action, Fantasy, Kids"
Sengoku Otome: Momoiro Paradox,https://cdn.myanimelist.net/images/anime/12/75231.jpg,TV,Game,13,Diffusion terminé,"{'from': '2011-04-05', 'to': '2011-06-28'}",R+ - Nudité douce,6.67,TMS Entertainment,"Action, Sci-Fi, Comedy, Historical, Super Power, Samurai"
Slam Dunk,https://cdn.myanimelist.net/images/anime/4/19655.jpg,TV,Manga,101,Diffusion terminé,"{'from': '1993-10-16', 'to': '1996-03-23'}",PG-13 - Adolescents de 13 ans ou plus,8.55,Toei Animation,"Comedy, Sports, Drama, School, Shounen"
Bishoujo Senshi Sailor Moon SuperS,https://cdn.myanimelist.net/images/anime/1600/92253.jpg,TV,Manga,39,Diffusion terminé,"{'from': '1995-03-04', 'to': '1996-03-02'}",PG-13 - Adolescents de 13 ans ou plus,7.65,Toei Animation,"Drama, Magic, Romance, Shoujo"
Pokemon: Pika Pika Hoshizora Camp,https://cdn.myanimelist.net/images/anime/7/26680.jpg,Movie,Game,1,Diffusion terminé,"{'from': '2002-07-13', 'to': '2002-07-13'}",PG - Enfants,6.64,OLM,"Adventure, Comedy, Fantasy, Kids"
Mazinger Z Movie: Infinity,https://cdn.myanimelist.net/images/anime/1611/90206.jpg,Movie,Manga,1,Diffusion terminé,"{'from': '2018-01-13', 'to': '2018-01-13'}",PG-13 - Adolescents de 13 ans ou plus,6.97,Toei Animation,"Action, Sci-Fi, Comedy, Super Power, Mecha, Shounen"
Uchuu Kaizoku Captain Herlock,https://cdn.myanimelist.net/images/anime/1362/90305.jpg,TV,Manga,42,Diffusion terminé,"{'from': '1978-03-14', 'to': '1979-02-13'}",PG-13 - Adolescents de 13 ans ou plus,7.82,Toei Animation,"Action, Sci-Fi, Adventure, Space, Drama, Seinen"
